@relation sift

@attribute feat0 numeric
@attribute feat1 numeric
@attribute feat2 numeric
@attribute feat3 numeric
@attribute feat4 numeric
@attribute feat5 numeric
@attribute feat6 numeric
@attribute feat7 numeric
@attribute feat8 numeric
@attribute feat9 numeric
@attribute feat10 numeric
@attribute feat11 numeric
@attribute feat12 numeric
@attribute feat13 numeric
@attribute feat14 numeric
@attribute feat15 numeric
@attribute feat16 numeric
@attribute feat17 numeric
@attribute feat18 numeric
@attribute feat19 numeric
@attribute feat20 numeric
@attribute feat21 numeric
@attribute feat22 numeric
@attribute feat23 numeric
@attribute feat24 numeric
@attribute feat25 numeric
@attribute feat26 numeric
@attribute feat27 numeric
@attribute feat28 numeric
@attribute feat29 numeric
@attribute feat30 numeric
@attribute feat31 numeric
@attribute feat32 numeric
@attribute feat33 numeric
@attribute feat34 numeric
@attribute feat35 numeric
@attribute feat36 numeric
@attribute feat37 numeric
@attribute feat38 numeric
@attribute feat39 numeric
@attribute feat40 numeric
@attribute feat41 numeric
@attribute feat42 numeric
@attribute feat43 numeric
@attribute feat44 numeric
@attribute feat45 numeric
@attribute feat46 numeric
@attribute feat47 numeric
@attribute feat48 numeric
@attribute feat49 numeric
@attribute feat50 numeric
@attribute feat51 numeric
@attribute feat52 numeric
@attribute feat53 numeric
@attribute feat54 numeric
@attribute feat55 numeric
@attribute feat56 numeric
@attribute feat57 numeric
@attribute feat58 numeric
@attribute feat59 numeric
@attribute feat60 numeric
@attribute feat61 numeric
@attribute feat62 numeric
@attribute feat63 numeric
@attribute feat64 numeric
@attribute feat65 numeric
@attribute feat66 numeric
@attribute feat67 numeric
@attribute feat68 numeric
@attribute feat69 numeric
@attribute feat70 numeric
@attribute feat71 numeric
@attribute feat72 numeric
@attribute feat73 numeric
@attribute feat74 numeric
@attribute feat75 numeric
@attribute feat76 numeric
@attribute feat77 numeric
@attribute feat78 numeric
@attribute feat79 numeric
@attribute feat80 numeric
@attribute feat81 numeric
@attribute feat82 numeric
@attribute feat83 numeric
@attribute feat84 numeric
@attribute feat85 numeric
@attribute feat86 numeric
@attribute feat87 numeric
@attribute feat88 numeric
@attribute feat89 numeric
@attribute feat90 numeric
@attribute feat91 numeric
@attribute feat92 numeric
@attribute feat93 numeric
@attribute feat94 numeric
@attribute feat95 numeric
@attribute feat96 numeric
@attribute feat97 numeric
@attribute feat98 numeric
@attribute feat99 numeric
@attribute feat100 numeric
@attribute feat101 numeric
@attribute feat102 numeric
@attribute feat103 numeric
@attribute feat104 numeric
@attribute feat105 numeric
@attribute feat106 numeric
@attribute feat107 numeric
@attribute feat108 numeric
@attribute feat109 numeric
@attribute feat110 numeric
@attribute feat111 numeric
@attribute feat112 numeric
@attribute feat113 numeric
@attribute feat114 numeric
@attribute feat115 numeric
@attribute feat116 numeric
@attribute feat117 numeric
@attribute feat118 numeric
@attribute feat119 numeric
@attribute feat120 numeric
@attribute feat121 numeric
@attribute feat122 numeric
@attribute feat123 numeric
@attribute feat124 numeric
@attribute feat125 numeric
@attribute feat126 numeric
@attribute feat127 numeric

@data
0,0,0,0,0,0.002747,0.196802,0.055192,0,0,0.000538,0.014455,0.002948,0.001909,0.12753,0.032153,0,0,0.022435,0.076577,0.007087,0.011856,0.008914,0,0,0,0,0,0,0.005521,0.026578,0.006078,0,0,0,0,0,0.01454,0.2,0.046174,0,0,0.013586,0.106782,0.011322,0.010301,0.070368,0,0,0,0.001373,0.037508,0.011469,0.032523,0.031285,0,0,0,0,0,0,0.041027,0.129457,0.006275,0,0,0,0,0,0.000307,0.090188,0.037169,0,0,0.001114,0.092034,0.038748,0.010317,0.009418,0,0,0,0,0,0.001363,0.055441,0.100259,0,0,0,0,0,0,0.02986,0.086402,0.012973,0,0,0,0,0,0.009687,0.079472,0.016407,0,0.003152,0.002223,0.007949,0.067837,0.077209,0.011559,0,0,0.03193,0.033543,0,0,0.065243,0.077274,0,0,0.074695,0.033653,0,0.000146,0.01441,0.011311,0
0.007434,0.002975,0.001035,0.001309,0.000687,0,0.005925,0.041835,0,0.005317,0.018904,0.019992,0,0,0.006215,0.060131,0.007083,0.004617,0.007362,0.040878,0.008293,0.006044,0.00869,0.005412,0.037702,0.002042,0,0,0.000198,0.002834,-0.0161,0.139238,0.011412,0.007235,0.001472,0,0,0,-0.011157,0.143288,0,0,0.0287,0.060734,0.007658,0.007401,0.010383,0.050282,0,0.007858,0.054134,0.040839,0.001082,0,0,0,0.130254,0.036951,0.006546,0.000237,0,0,0,0.014163,0.005943,0,0,0,0,0,-0.00708,0.2,0,0.000093,0.003967,0.099841,0.030993,0,0.000235,0.047872,0,0,0.00625,0.050025,0.044653,0.002099,0,0,0,0.008117,0.015514,0.013589,0.017991,0.007094,0.011313,0.021987,0,0,0,0,0,0,0.000833,0.18568,0.000068,0.001104,0.001442,0.038229,0.011847,0.000175,0.004512,0.034884,0,0.001091,0.010726,0.036316,0.038594,0.001723,0,0,0,0.000336,0.004055,0.015881,0.02021,0.009364,0.002686,0.006027
0.001208,0,0,0.009222,0.008079,0.008193,0.001999,0.009465,0.001214,0.001216,0.017936,0.024339,0.004242,0.000257,0.001008,0.004299,0,0,0.039878,0.092857,0.003147,0,0,0,0,0.003279,0.032595,0.038231,0,0,0,0,0,0.001478,0.001221,0.01689,0.028022,0.005879,0.002412,0.000495,0,0.000176,0.073284,0.080865,0.003063,0,0,0,0,0.010733,0.073851,0.068999,0.005172,0,0,0,0,0.017833,0.040531,0.056305,0.024863,0,0,0,0.003512,0.002713,0.004204,0.004663,0.009028,0.004985,0.007388,0.004419,0,0,0.020274,0.2,0.016552,0,0,0,0.003898,0.042101,0.037911,0.032523,0,0,0,0,0.002081,0.002941,0.002614,0.019438,0.061817,0.005582,0,0,0.002421,0.005859,0.019169,0.000817,0.002979,0,0.007354,0.011584,0,0.000731,0.019529,0.136674,0.035299,0,0,0,0.002099,0.00469,0.002905,0.064818,0.038567,0.000492,0,0,0.015057,0.004011,0.010964,0.00536,0,0.00002,0.000857,0.001306
0,0,0.004173,0.045278,0.055116,0.005905,0.001158,0,0,0,0.04036,0.14791,0.006741,0,0,0,0,0,0.022962,0.188903,0.032365,0,0,0,0,0,0.000181,0.090998,0.084438,0,0,0,0.005135,0.002896,0.027826,0.063972,0.002311,0,0.000871,0.016916,0,0.000985,0.119468,0.144824,0.006815,0,0,0,0.003099,0.000233,0.041142,0.042371,0.024427,0.005661,0.004994,0.004502,0,0,0,0.093518,0.16998,0,0,0,0,0.016515,0.147706,0.084811,0.001516,0,0,0,0,0.008092,0.087692,0.2,0.00915,0,0,0,0.021091,0.014623,0.009285,0.002296,0.003202,0,0,0.01873,0.004167,0.009884,0.000489,0.064859,0.079568,0,0,0,0,0.003231,0.123868,0.064449,0,0,0,0,0,0.019248,0.172893,0.048615,0,0,0,0,0.042601,0.040224,0.000871,0,0,0,0.001552,0.007309,0.037471,0.009141,0,0.000905,0.007573,0.000659,0,0.003724
0,0,0,0.058292,0.124235,0.023043,0,0,0,0,0.013656,0.167261,0.14075,0.013873,0,0,0.000522,0.002168,0.011747,0.067066,0.110088,0.025192,0,0,0.005879,0.017888,0.008951,0.013752,0.021502,0.000969,0.002381,0.000644,0,0.001431,0.041096,0.120086,0.018811,0.014554,0.007176,0.000382,0,0,0.071981,0.2,0.019877,0.001614,0,0,0,0,0.012293,0.039671,0.10738,0.041454,0.000472,0.003793,0,0,0,0.003498,0.12763,0.091166,0.026091,0,0.019892,0.010937,0.085822,0.096396,0.006889,0.003536,0.003047,0.005048,0.002369,0.011809,0.091168,0.168722,0.006548,0,0,0,0.015183,0,0,0.001516,0.033334,0.047736,0.013621,0.014686,0.004539,0.005296,0,0.007084,0.015093,0.026419,0.026804,0.009324,0.003089,0.009633,0.107324,0.084115,0,0,0,0,0.001726,0.025389,0.119884,0.098625,0,0,0,0,0.064773,0.155328,0.036384,0,0,0,0,0.007699,0.015593,0.148901,0.025372,0.001833,0,0,0,0
0,0.000046,0.005916,0.078203,0.039601,0.002195,0,0,0,0,0.004557,0.101305,0.042687,0.000487,0,0,0.001195,0,0,0,0.015767,0.033735,0.010601,0.001868,0.001281,0.001436,0,0,0.003568,0.024688,0.027278,0.012786,0.003818,0.002661,0.009051,0.083628,0.034159,0.002624,0.006091,0.000399,0,0,0.026048,0.136427,0.031049,0,0,0,0.037751,0.026925,0.003852,0,0.001545,0.018076,0.01137,0.003601,0,0.023048,0.048962,0.00914,0.009932,0.002986,0,0,0.019917,0.026126,0.022452,0.076847,0.001155,0,0,0,0,0,0.029109,0.2,0.006683,0,0,0,0.011821,0.075644,0.101619,0.024822,0,0,0,0,0,0.124814,0.134481,0,0,0,0,0,0,0.010383,0.124623,0.063084,0,0,0,0,0,0,0.042839,0.192082,0,0,0,0,0,0.001485,0.128733,0.141287,0,0,0,0,0.005281,0.016188,0.027652,0.001383,0,0,0.004088,0.012162
0,0,0.006035,0.068114,0,0,0,0,0,0,0.016292,0.111785,0,0,0,0,0,0,0.023203,0.180503,0.000383,0,0,0,0,0,0,0,0,0,0.026555,0.099966,0,0,0.008812,0.095027,0,0,0,0,0,0,0.030102,0.152288,0,0,0,0,0,0,0.018876,0.2,0.000441,0.000186,0.001277,0.003376,0,0,0,0,0,0,0.039351,0.162911,0,0,0.01324,0.104947,0,0,0,0,0,0,0.035556,0.156768,0,0,0,0,0,0,0.015497,0.171802,0.00042,0,0.004067,0.013886,0.00005,0,0,0,0,0,0.03631,0.171778,0,0,0.009286,0.090887,0,0,0,0,0,0,0.024903,0.133203,0,0,0,0,0,0,0.006094,0.099401,0.001776,0.000242,0.006144,0.020555,0,0,0,0,0,0,0.028205,0.119589
0,0,0,0.2,0.184941,0.001484,0,0,0,0,0,0,0.017048,0.051492,0.054015,0.000182,0,0,0.002214,0.0292,0.030777,0.022265,0.01242,0,0,0,0.003492,0.091898,0.052982,0,0,0,0,0,0,0.199741,0.162627,0,0,0,0,0,0,0.017858,0.070048,0.085004,0.060966,0,0,0,0,0.105582,0.064571,0.031044,0.007761,0,0,0,0,0.068219,0.07339,0.025187,0.000836,0,0,0,0.035011,0.090472,0.047298,0,0,0,0,0,0.049769,0.076569,0.085791,0.048255,0.011087,0,0,0,0.055705,0.12871,0.00626,0.006773,0.000017,0,0,0,0.104772,0.123465,0.001757,0.007352,0.001225,0,0,0.00022,0.106738,0.022914,0,0,0,0,0,0,0.102456,0.078894,0,0,0,0,0,0,0.066371,0.080077,0,0,0,0,0,0,0.090848,0.110879,0,0,0,0
0.055479,0.021956,0,0,0,0,0,0.003014,0.077413,0.018236,0.001085,0,0,0,0,0.040386,0.040895,0.117333,0.00327,0,0,0,0,0.003683,0.024616,0.097863,0,0,0,0,0,0.000168,0.089844,0.013742,0,0,0,0,0,0.004561,0.118756,0.028999,0.020639,0.011924,0,0,0,0.014937,0.003122,0.113109,0.059541,0.068972,0.003058,0,0,0,0.007624,0.191103,0.046305,0.008196,0,0,0,0,0.125667,0.000629,0,0,0,0,0,0.014905,0.075218,0.046492,0.010016,0.004462,0,0,0,0.003581,0.012895,0.053991,0.033169,0.041334,0.002861,0,0,0,0,0,0.006246,0.059786,0.009967,0,0,0,0.2,0.046254,0,0,0,0,0,0.005088,0.06358,0.07077,0.021991,0.003433,0,0,0,0,0.016976,0.078181,0.009823,0,0,0,0,0,0.020659,0.012219,0.002601,0.007395,0.00434,0.000177,0,0.000855
0.001959,0,0.012559,0.01307,0,0,0.004791,0.053244,0.019959,0.009683,0.030208,0.046066,0.006625,0,0,0.001873,0.074396,0.054081,0,0,0,0,0,0.002042,0.114171,0.026411,0,0,0,0,0,0.002836,0,0,0.019287,0.034042,0,0,0.004538,0.049868,0,0.006008,0.042579,0.058277,0.007897,0,0,0,0.035907,0.117,0.067073,0.089325,0,0,0,0,0.2,0.058846,0,0,0,0,0,0.013611,0.000677,0,0.004311,0.068782,0.001406,0,-0.002053,0.046715,0,0.01263,0.058245,0.060877,0.000621,0,0,0,0,0,0.011726,0.19768,0.049744,0,0,0,0.14096,0.007011,0,0,0.014296,0.017737,0.001626,0.028678,0.00073,0.000419,0.018802,0.048671,0,0,0.001878,0.017619,0,0.010874,0.035244,0.05535,0.000533,0,0,0,0,0,0.026673,0.083943,0.010792,0,0,0,0,0.000931,0.01232,0.025895,0.008751,0.001307,0.000185,0
0,0,0.006858,0.031588,0,0,0,0,0,0,0.037268,0.080379,0,0,0,0,0,0,0.044311,0.159605,0,0,0,0,0,0,0.002173,0.005565,0.001238,0.001008,0.01106,0.010276,0,0,0.029801,0.039189,0,0,0,0,0,0,0.035578,0.108065,0,0,0,0,0,0,0.028749,0.2,0.010006,0.002208,0,0,0,0,0,0,0.000366,0.020739,0.02976,0.005095,0,0,0.094951,0.027847,0,0,0,0,0,0.002468,0.168317,0.032883,0,0,0,0,-0.001734,0.006904,0.075582,0.022775,0.000576,0.004387,0.007487,0.016966,0.001992,0,0,0.000264,0.006835,0.018751,0.006345,-0.000181,0,0,0.023627,0.051453,0.000178,0,0,0,0,0,0.025388,0.097853,0.015104,0.016382,0.001215,0,0,0,0,0.000233,0.000111,0.049954,0.052739,0.005883,0,0,0,0,0.004984,0.036796,0.013016,0
0,0,0,0.050389,0.081488,0,0,0,0,0,0,0.073821,0.187767,0.000207,0,0,0,0,0,0,0.011649,0.003999,0.010265,0.040122,-0.001066,0.006313,0.001656,0.003026,0.00251,0.000507,0.003416,0.024164,0,0,0,0.049788,0.095235,0,0,0,0,0,0,0.053249,0.19247,0,0,0,0,0,0,0.043843,0.110022,0.009637,0.017828,0.014278,0.000684,0,0,0,0.00081,0.009947,0.02367,0.010729,0,0,0,0.038473,0.04889,0,0,0,0,0,0.006586,0.154938,0.045906,0,0,0,0.006051,-0.000271,0.009797,0.2,0.024353,0.000904,-0.004229,0.011827,0,0,0,0,0,0,0.03986,0.075046,0,0,0.001996,0.042789,0.00379,0,0,0,0,0,0,0.119603,0.04455,0,0,0,0,0,0,0.044338,0.1233,0.023127,0,0,0,0,0,0,0.001042,0.010863,0.096009,0.015371
0,0,0.002072,0.017528,0,0,0.014654,0.024502,0,0,0.038258,0.110993,0.001685,0,0,0,0,0.002545,0.022525,0.038173,0.003584,0,0,0,0.000049,0.000672,0.031755,0.022265,0.000288,0.000439,0,0,0,0,0.006848,0.043453,0.000331,0,0.008688,0.02063,0,0,0.011444,0.086167,0.031038,0.008184,-0.000177,0.002268,0,0,0.030027,0.10975,0.030756,0.000433,0,0,0.01017,0.020238,0.057959,0.038051,0,0,0,0.004293,0,0,0.000091,0.063206,0.006654,0,0.008344,0.018297,0.007871,0.004829,0.005365,0.08137,0.003802,0.001092,0.000586,0.001376,0,0,0.020291,0.2,0.020133,0,0,0,0,0,0.00478,0.049602,0.018805,0.003453,0.023989,0.01366,0,0,0,0.049046,0.005362,0.000246,0.005171,0.011175,0,0,0,0.057776,0.023614,0.006521,0.000151,0.000019,0,0,0.017403,0.134484,0.009837,0,0,0,0.000467,0,0.002061,0.027266,0.015655,0.002173,0.000903,0.00065
0,0,0.00579,0.039272,0.000081,0,0,0,0,0,0.015947,0.125189,0.002113,0,0,0,0,0,0.016593,0.045334,0.001865,0.00065,0.002104,0.001053,0.002625,0,0.003918,0.063315,0.002783,0.00055,0,-0.001304,0,0,0.009549,0.040788,0.00027,0,0,0,0,0,0.012081,0.2,0.004462,0,0,0,0.00259,0,0.015984,0.040879,0.004516,0.001382,0.002507,-0.000824,0,0,0.016923,0.044385,0.002682,0.002595,0.002915,0.000017,0,0,0.00772,0.046295,0.000147,0,0,0,0,0,0.017525,0.16948,0.004511,0,0,0,0,0,0.020443,0.076049,0.01566,0.000444,0,0,0,0,0.004166,0.016862,0.000305,0.000914,0.005584,0.006473,0,0,0.008552,0.042212,0,0,0,0,0,0,0.020666,0.120563,0,0,0,0,0,0,0.025412,0.055766,0.00251,0.001891,0.00104,0,0,0,0,0.000482,0.001079,0.0165,0.020217,0.001188
0.012907,0.004342,0.010188,0.008651,0.000959,0.000864,0.000672,0.007716,0.008974,0.016892,0.013936,0.00172,0,0,0,0.000853,0,0.002987,0.011304,0.022244,0.0007,0,0,0,0.002645,0,0,0,0,0,0.006799,0.155216,0.005329,0.011229,0.008321,0.003914,0.000331,0.000069,0.00171,0.008089,0.001556,0.004018,0.025219,0.008117,0.004491,0.00542,0.000457,0.004171,0.008269,0.012856,0.020182,0.000345,0,0,0.000155,0.009007,0.016836,0,0,0,0,0,0.003682,0.2,0.001801,0.000027,0.000422,0.002384,0.004979,0.007436,0.023216,0.013951,0,0,0.006343,0.07291,0.017534,0.002981,0.002032,0,0.001421,0,0,0.001819,0.00156,0.000994,0.008068,0.014828,0.029291,0,0,0,0,0,0.00031,0.163324,0.004593,0.004131,0.006618,0.003266,0.000373,0.002913,0.00462,0.003595,0.002332,0.008279,0.008445,0.016865,0.019132,0,0,0.000936,0.009684,0.002162,0.019685,0.011024,0.002495,0.000934,0,0.002883,0.030343,0,0,0,0,0,0.000069,0.096543
0,0,0.008331,0.144457,0.004069,0,0,0,0,0,0.000355,0.097388,0.02639,0.000054,0.001552,0.001617,0.057562,0.000309,0.003589,0.015262,0.008066,0.009857,0.000957,-0.018821,0.153874,0,0,0,0,0.005887,0.002075,-0.049573,0,0,0.000228,0.2,0.036846,0,0,0,0,0,0.02016,0.114414,0.01082,0,0.003857,0.006447,0,0,0.000785,0.016107,0.007697,0.017261,0.021266,0.002475,0,0,0,0,0.00403,0.035332,0.013571,0,0,0,0,0.199105,0.056066,0,0,0,0,0,0.008138,0.143927,0.019935,0.005981,0,0,0,0,0,0.000288,0.000966,0.005463,0.014092,0.025137,0,0,0,0,0,0.009561,0.03987,0.015829,0,0,0.000191,0.167421,0.016526,0,0,0,0,0,0.014119,0.113302,0.007696,0.003739,0.001845,0,0,0,0,0,0,0.022908,0.055589,0.014744,0,0,0,0.00137,0.002943,0.017034,0.020487,0.006869
0.004481,0.001019,0,0.00309,0.085099,0.030457,0.003118,0.000618,0.003561,0.005509,0.004013,0.037673,0.016779,0.018894,0.002753,0.00381,0.2,0.073789,0.014081,0.013601,0,0,0,0,0.082817,0.121665,0.016553,0,0,0,0,0.000344,0.010635,0.019796,0.019207,0.020661,0.040058,0.023227,0,0,0.001665,0.008632,0.04207,0.105894,0.054722,0.024194,0,0,0.005915,0.010893,0.001011,0.07846,0.033943,0.018377,0.001044,0,0.151099,0.041253,0.001083,0.006914,0.013199,0,0,0.002183,0.0059,0.004994,0.000658,0.002135,0.024102,0.010271,0.016279,0.025634,0,0,0.009528,0.085041,0.095081,0,0,0,0,0,0.009817,0.081748,0.05298,0.008059,0,0,0,0.001076,0.024537,0.056655,0.012014,0,0,0,0,0,0,0,0.016629,0.057543,0.043287,0.003819,0,0,0.038167,0.157223,0.056582,0.004178,0,0,0,0.007769,0.076264,0.07202,0.002136,0,0,0,0,0.001067,0.036017,0.023144,0.006537,0.010014,0.02,0
0,0,0,0,0,0,0.066697,0.096924,0,0,0.020668,0.117116,0.00161,0.001309,0.022786,0.013837,0.00667,0.001154,0.038811,0.078246,0.003465,0.000692,0.000531,0.005626,0,0,0.082707,0.18801,0.001275,0,0,0,0,0,0,0,0,0,0.071986,0.104505,0,0,0.033158,0.2,0.001832,0.001296,0.004661,0.002394,0,0,0.035269,0.139393,0.0206,0.009142,0,0,0,0,0.060582,0.174641,0.012264,0,0,0,0.001655,0.003908,0.001785,0,0,0,0.033897,0.076615,0,0,0.093801,0.177682,0.003959,0,0,0,0,0.001329,0.114694,0.136963,0,0,0,0,0,0.004753,0.05983,0.128209,0.001251,0,0,0,0,0.002019,0.041369,0.032323,0.000039,0.000044,0.01289,0.014889,0.000038,0.010462,0.151962,0.049573,0.0015,0,0,0.000771,0,0,0.161206,0.108195,0.000798,0,0,0,0.010909,0.028052,0.090765,0.042314,0.003548,0.002727,0.010384,0.002551
0,0,0,0.103144,0.021926,0.000788,0.001552,0.000115,0,0,0.00193,0.06513,0.026699,0.009454,0.00094,0,0,0,0.013233,0.149413,0.031458,0,0,0,0.000295,0.003635,0.009029,0.018071,0.008849,0.005786,0.006074,0.002081,0.000377,0,0,0.107,0.032259,0.000628,0.001066,0.001491,0,0.000287,0.011019,0.113814,0.014505,0.000619,0.000372,0,0,0,0.01048,0.182375,0.036705,0,0,0,0,0.000854,0.005643,0.040244,0.024906,0,0,0,0.001947,0.001944,0.055439,0.068955,0,0,0,0.000804,0,0,0.065814,0.119291,0.000234,0,0,0,0,0,0.099772,0.2,0,0,0,0,0.006101,0.049902,0.030212,0.002504,0.002579,0.004185,0.010402,0.003276,0,0,0.049369,0.084946,0.001439,0,0,0,0.00061,0.002401,0.016496,0.075506,0.022832,0.000405,0.001067,0.000948,0,0,0.040287,0.150269,0.03235,0.001931,0,0,0.000253,0.000268,0.004105,0.000618,0,0.010158,0.040838,0.003745
0,0,0,0,0,0,0.003913,0.122868,0.003472,0,0.02827,0.089667,0.015561,0,-0.000774,0.011107,0,0,0.045364,0.129181,0.008357,0,0,0,0,0,0.06083,0.160412,0.002474,0,0,0,0,0,0,0,0,0,0.01219,0.137153,0.001326,0.001942,0.111732,0.138667,0.000025,0,0,0,0.001157,0.004862,0.05005,0.126928,0.027511,0.000791,0,0,0,0,0.069518,0.2,0.019883,0.003863,0,0,0,0,0,0,0,0,0.018423,0.119948,0,0,0.007693,0.192449,0.055107,0,0,0,0,0,0.003166,0.09644,0.047024,0.016992,0.002793,0.000932,0,0,0.007304,0.160584,0.086882,0.006142,0,0,0.0047,0,0,0,0,0,0.00021,0.118569,0,0,0.000047,0.101777,0.070225,0.000792,0,0,0,0.008914,0.024615,0.090208,0.038753,0.005052,0.002586,0,0,0,0.003428,0.136827,0.033329,0,0,0
0.001319,0.000514,0.002106,0.004869,0.022266,0.012417,0.00513,0.001566,0.004644,0.006995,0.002856,0.002475,0.020048,0.043826,0.015193,0,0,0,0.070965,0.104099,0.023854,0.002478,0,0,0,0.011949,0.051655,0.028031,0,0,0,0,0.000169,0.023353,0.042129,0.008703,0.003325,0,0,0,0.006991,0.060749,0.02321,0.002766,0,0,0.000185,0.006304,0,0,0.061602,0.2,0.025692,0,0,0,0,0.003698,0.020562,0.006008,0.012869,0.023285,0.003811,0,0.001138,0.003079,0.008792,0.020472,0.018371,0.003849,0,0.000774,0.012546,0.00269,0.01378,0.026203,0.001246,0.00168,0.002893,0.022233,0.0013,0.001225,0.049201,0.14847,0.020039,0,0,0,0,0,0,0,0.004782,0.036206,0.09871,0.021996,0,0.019734,0.058815,0.024097,0.000065,0,0,0,0.017674,0.001603,0.016094,0.005176,0.004172,0.007229,0.004314,0.00961,0,0,0.016238,0.048213,0.038375,0.032376,0.022111,0.002963,0,0,0,0,0,0.000763,0.146513,0.047502
0.045007,0,0,0,0,0.008793,0.024836,0.008647,0.012799,0.071872,0.01584,0,0,0,0.001464,0.03407,-0.05165,0.056998,0.2,0.007547,0.001965,0,0,0,-0.021114,0.090567,0.011585,0.006921,0.013068,0.007137,0.00098,-0.002296,0.014785,0.00182,0,0.000088,0.001502,0.01317,0.008854,0.01073,0.009844,-0.017306,0.122734,0.0155,0.004073,0.003439,-0.004949,0.029045,-0.034758,0.049223,0.117912,0,0.001396,0.000093,0,0,0.003538,0.00365,0,0.000725,0.00609,0.014718,-0.001738,0.023812,0.020305,0,0,0,0.0006,0.010796,0.041859,0.007946,0,-0.00173,0.020198,0.162142,0.007139,0.001612,0.001257,0,0.003886,0.018895,0.041087,0.048699,0.008717,0.0004,0,-0.007651,0.052925,0,0,0,0,0,0.006039,0.0136,0.069686,0.022077,0.012914,0,0,0.00083,-0.003138,-0.020444,-0.024112,0.023948,0.15061,0.011915,0.008573,0,0,0,0.040407,0.013463,0.008096,0.004532,0.012488,0.022667,-0.001969,0.010158,0.015809,0.007655,0,0,0.000873,0.044613,0.030853,-0.003435
0.000716,0.012476,0.042828,0.005262,0.009477,0.000917,0,0,0.005286,0.048399,0.039269,0.004523,0.001222,0,0,0.001024,0,0.000675,0.058984,0.189133,0.029543,0,0,0,0,0.003943,0.019988,0.00592,0.009436,0.022756,0.00755,0,0.001711,0.010073,0.008983,0.015295,0.011049,0.002557,0.000107,0.001194,0.009512,0.004056,0.011155,0.041021,0.008332,0,0.002611,0.022562,0,0.000585,0.025624,0.2,0.045876,0,0,0,0,0,0,0,0.001972,0.038693,0.116326,0.03127,0,0.019729,0.058399,0.03366,0.020794,0.005547,0,0,0.017614,0.020172,0.03298,0.022244,0.000184,0.005295,0.001216,0.007911,0.000425,0,0.027406,0.09878,0.053748,0.046441,0.020725,0.004272,0,0,0,0,0,0,0.175347,0.103655,0,0,0.036207,0.082652,0.009264,0.000515,0,0,0.019987,0.008224,0.006457,0.000664,0,0.002979,0.016238,0.096654,0,0,0,0,0.052623,0.102637,0.034467,0.003619,0.006088,0.001085,0,0,0,0.025627,0.10487,0.055239
0,0,0.021421,0.040361,0.000349,0.000398,0.000017,0,0.00151,0.000035,0.004906,0.010503,0.005803,0.010652,0.009949,0.007976,0,0,0.015938,0.072817,0.009518,0.012751,0.000048,0,0.009292,0.003887,0.013042,0.042147,0.017727,0,0.000238,0.003551,0,0,0.015924,0.063495,0.003781,0.001478,0,0,0.005535,0.025536,0.041819,0.036186,0.006009,0.004932,0,0.002922,0.00665,0.070973,0.04739,0.014744,0,0,0,0,0,0.003057,0.009561,0.032631,0.029394,0.00585,0,0,0.002242,0.001303,0.010657,0.009317,0.002799,0.007526,0.001136,0.004493,0,0,0.025773,0.2,0.007038,0,0,0,0.021194,0.040276,0.037676,0.025143,0,0,0,0.008,0.015407,0.002721,0.000069,0.001566,0.008646,0.006197,0.002573,0.039794,0.00772,0.027734,0.022945,0.001776,0,0,0,0.002294,0,0,0.069435,0.099582,0.000559,0,0,0,0.007629,0.007047,0.012824,0.039981,0.002785,0.000728,0.003073,0.006901,0.040081,0,0,0.001346,0.000881,0,0,0.049041
0.002039,0.004917,0.028105,0.061959,0.007337,0.011146,0.002143,0,0.003194,0.01429,0.03442,0.029672,0.071753,0.010867,0,0,0.04182,0.01818,0.011804,0.038192,0.088815,0,-0.001587,0.01446,0.0045,0,0.003002,0.066137,0.111704,0.028922,0.025767,0.038496,0.015483,0.003006,0.04347,0.015285,0.027174,0.031815,0.001124,0.016148,0.002925,0.001867,0.006972,0.014576,0.03158,0.088368,0.014316,0,0.008388,0.037198,0.02386,0.10095,0.07587,0,0,0.001506,0.041956,0.003323,0.000958,0.00301,0.007698,0.054137,0.058415,0.059509,0,0,0,0.002831,0.016443,0.064563,0.087805,0.118652,0,0,0.056097,0.147129,0.063354,0.031415,0,0,0,0.005467,0.041297,0.196761,0.123867,0.010687,0,0,0.2,0.012506,0,0.006833,0.023913,0.004388,0.002461,0.069412,0.068788,0.005977,0.000574,0.003109,0.001504,0,-0.016926,0.139297,0.005862,0.00635,0.000053,0.086429,0.157931,0.003197,0,0,0.000862,0.01563,0.008006,0.02877,0.10996,0.023453,0.002266,0,0,0,0.004016,0.012661,0.092019,0.057579,0.039756,0.036831
